"Mineral Name","IMA Chemistry (plain)","IMA Chemistry (concise)"
"Devilliersite","Ca4Ca2Fe3+10O4[(Fe3+10Si2)O36]","Ca_4_Ca_2_Fe^3+^_10_O_4_[(Fe^3+^_10_Si_2_)O_36_]"
"Devilline","CaCu4(SO4)2(OH)6·3H2O","CaCu_4_(SO_4_)_2_(OH)_6_·3H_2_O"
"Devitoite","Ba6Fe2+7Fe3+2(Si4O12)2(PO4)2(CO3)O2(OH)4","Ba_6_Fe^2+^_7_Fe^3+^_2_(Si_4_O_12_)_2_(PO_4_)_2_(CO_3_)O_2_(OH)_4_"
"Dewindtite","H2Pb3(UO2)6O4(PO4)4·12H2O","H_2_Pb_3_(UO_2_)_6_O_4_(PO_4_)_4_·12H_2_O"
"Dewitite","AgzTl10-x-zPb2xSb42-x-yAsyS68 (0.09 ≤ x ≤ 2.13, 13.99 ≤ y ≤ 19.79, 0.10 ≤ z ≤ 0.50)","Ag_z_Tl_10-x-z_Pb_2x_Sb_42-x-y_As_y_S_68_ (0.09 ≤ x ≤ 2.13, 13.99 ≤ y ≤ 19.79, 0.10 ≤ z ≤ 0.50)"
"Deynekoite","Ca9Fe3+(PO4)7","Ca_9_Fe^3+^(PO_4_)_7_"
"Diaboleite","CuPb2Cl2(OH)4","CuPb_2_Cl_2_(OH)_4_"
"Diadochite","Fe3+2(PO4)(SO4)(OH)·6H2O","Fe^3+^_2_(PO_4_)(SO_4_)(OH)·6H_2_O"
"Diamond","C","C"
"Diaoyudaoite","NaAl11O17","NaAl_11_O_17_"
"Diaphorite","Ag3Pb2Sb3S8","Ag_3_Pb_2_Sb_3_S_8_"
"Diaspore","AlO(OH)","AlO(OH)"
"Dickinsonite-(KMnNa)","K(NaMn)CaNa3AlMn13(PO4)12(OH)2","K(NaMn)CaNa_3_AlMn_13_(PO_4_)_12_(OH)_2_"
"Dickite","Al2Si2O5(OH)4","Al_2_Si_2_O_5_(OH)_4_"
"Dickthomssenite","MgV2O6·7H2O","MgV_2_O_6_·7H_2_O"
"Diegogattaite","Na2CaCu2Si8O20·H2O","Na_2_CaCu_2_Si_8_O_20_·H_2_O"
"Dienerite","Ni3As","Ni_3_As"
"Dietrichite","ZnAl2(SO4)4·22H2O","ZnAl_2_(SO_4_)_4_·22H_2_O"
"Dietzeite","Ca2(IO3)2(CrO4)·H2O","Ca_2_(IO_3_)_2_(CrO_4_)·H_2_O"
"Digenite","Cu1.8S","Cu_1.8_S"
"Dimorphite","As4S3","As_4_S_3_"
"Dingdaohengite-(Ce)","(Ce,La)4Fe2+(Ti,Fe2+,Mg,Fe3+)2Ti2Si4O22","(Ce,La)_4_Fe^2+^(Ti,Fe^2+^,Mg,Fe^3+^)_2_Ti_2_Si_4_O_22_"
"Dinilawiite","[Pb4O2Al(OH)5]2(S2O3)2·H2(S2O3)(H2O)5","[Pb_4_O_2_Al(OH)_5_]_2_(S_2_O_3_)_2_·H_2_(S_2_O_3_)(H_2_O)_5_"
"Dinite","C20H36","C_20_H_36_"
"Diopside","CaMgSi2O6","CaMgSi_2_O_6_"
"Dioptase","CuSiO3·H2O","CuSiO_3_·H_2_O"
"Dioskouriite","CaCu4Cl6(OH)4·4H2O","CaCu_4_Cl_6_(OH)_4_·4H_2_O"
"Direnzoite","NaK6MgCa2(Al13Si47)O120·36H2O","NaK_6_MgCa_2_(Al_13_Si_47_)O_120_·36H_2_O"
"Dissakisite-(Ce)","CaCe(Al2Mg)[Si2O7][SiO4]O(OH)","CaCe(Al_2_Mg)[Si_2_O_7_][SiO_4_]O(OH)"
"Dissakisite-(La)","CaLa(Al2Mg)[Si2O7][SiO4]O(OH)","CaLa(Al_2_Mg)[Si_2_O_7_][SiO_4_]O(OH)"
"Disulfodadsonite","Pb11Sb13S30(S2)0.5","Pb_11_Sb_13_S_30_(S_2_)_0.5_"
"Dittmarite","(NH4)Mg(PO4)·H2O","(NH_4_)Mg(PO_4_)·H_2_O"
"Diversilite-(Ce)","Na2Ba6Ce2Fe2+Ti3Si12O36(OH)10·nH2O","Na_2_Ba_6_Ce_2_Fe^2+^Ti_3_Si_12_O_36_(OH)_10_·nH_2_O"
"Dixenite","Cu1+Fe3+Mn2+14(As5+O4)(As3+O3)5(SiO4)2(OH)6","Cu^1+^Fe^3+^Mn^2+^_14_(As^5+^O_4_)(As^3+^O_3_)_5_(SiO_4_)_2_(OH)_6_"
"Djerfisherite","K6(Fe,Cu,Ni)25S26Cl","K_6_(Fe,Cu,Ni)_25_S_26_Cl"
"Djurleite","Cu31S16","Cu_31_S_16_"
"Dmisokolovite","K3Cu5AlO2(AsO4)4","K_3_Cu_5_AlO_2_(AsO_4_)_4_"
"Dmisteinbergite","Ca(Al2Si2O8)","Ca(Al_2_Si_2_O_8_)"
"Dmitryivanovite","CaAl2O4","CaAl_2_O_4_"
"Dmitryvarlamovite","Ti2(Fe3+Nb)O8","Ti_2_(Fe^3+^Nb)O_8_"
"Dobrovolskyite","Na4Ca(SO4)3","Na_4_Ca(SO_4_)_3_"
"Dobšináite","Ca2Ca(AsO4)2·2H2O","Ca_2_Ca(AsO_4_)_2_·2H_2_O"
"Dokuchaevite","Cu8O2(VO4)3Cl3","Cu_8_O_2_(VO_4_)_3_Cl_3_"
"Dolerophanite","Cu2O(SO4)","Cu_2_O(SO_4_)"
"Dollaseite-(Ce)","CaCe(Mg2Al)[Si2O7][SiO4]F(OH)","CaCe(Mg_2_Al)[Si_2_O_7_][SiO_4_]F(OH)"
"Dolomite","CaMg(CO3)2","CaMg(CO_3_)_2_"
"Doloresite","V4+3O4(OH)4","V^4+^_3_O_4_(OH)_4_"
"Domerockite","Cu4(AsO4)(AsO3OH)(OH)3·H2O","Cu_4_(AsO_4_)(AsO_3_OH)(OH)_3_·H_2_O"
"Domeykite","Cu3As","Cu_3_As"
"Donbassite","Al2(Si3Al)O10(OH)2·Al2.33(OH)6","Al_2_(Si_3_Al)O_10_(OH)_2_·Al_2.33_(OH)_6_"
"Dondoellite","Ca2Fe(PO4)2·2H2O","Ca_2_Fe(PO_4_)_2_·2H_2_O"
"Dongchuanite","Pb4ZnZn2(PO4)4(OH)2","Pb_4_ZnZn_2_(PO_4_)_4_(OH)_2_"
"Donharrisite","Ni3HgS3","Ni_3_HgS_3_"
"Donnayite-(Y)","NaSr3CaY(CO3)6·3H2O","NaSr_3_CaY(CO_3_)_6_·3H_2_O"
"Donowensite","Ca(H2O)3Fe3+2(V2O7)2","Ca(H_2_O)_3_Fe^3+^_2_(V_2_O_7_)_2_"
"Donpeacorite","(Mn,Mg)MgSi2O6","(Mn,Mg)MgSi_2_O_6_"
"Donwilhelmsite","CaAl4Si2O11","CaAl_4_Si_2_O_11_"
"Dorallcharite","TlFe3+3(SO4)2(OH)6","TlFe^3+^_3_(SO_4_)_2_(OH)_6_"
"Dorfmanite","Na2(PO3OH)·2H2O","Na_2_(PO_3_OH)·2H_2_O"
"Dorrite","Ca4[Mg3Fe3+9]O4[Si3Al8Fe3+O36]","Ca_4_[Mg_3_Fe^3+^_9_]O_4_[Si_3_Al_8_Fe^3+^O_36_]"
"Douglasite","K2Fe2+Cl4·2H2O","K_2_Fe^2+^Cl_4_·2H_2_O"
"Dovyrenite","Ca6Zr(Si2O7)2(OH)4","Ca_6_Zr(Si_2_O_7_)_2_(OH)_4_"
"Downeyite","SeO2","SeO_2_"
"Downsite","K2(MoO3)3(SO4)·4H2O","K_2_(MoO_3_)_3_(SO_4_)·4H_2_O"
"Doyleite","Al(OH)3","Al(OH)_3_"
"Dozyite","Mg7Al2(Si4Al2)O15(OH)12","Mg_7_Al_2_(Si_4_Al_2_)O_15_(OH)_12_"
"Dravertite","CuMg(SO4)2","CuMg(SO_4_)_2_"
"Dravite","NaMg3Al6(Si6O18)(BO3)3(OH)3(OH)","NaMg_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)"
"Drechslerite","Tl4(Sb4-xAsx)S8 (1 < x < 2)","Tl_4_(Sb_4-x_As_x_)S_8_ (1 < x < 2)"
"Dresserite","Ba2Al4(CO3)4(OH)8·3H2O","Ba_2_Al_4_(CO_3_)_4_(OH)_8_·3H_2_O"
"Dreyerite","Bi(VO4)","Bi(VO_4_)"
"Driekopite","PtBi","PtBi"
"Dritsite","Li2Al4(OH)12Cl2·3H2O","Li_2_Al_4_(OH)_12_Cl_2_·3H_2_O"
"Drobecite","Cd(SO4)·4H2O","Cd(SO_4_)·4H_2_O"
"Droninoite","Ni6Fe3+2Cl2(OH)16·4H2O","Ni_6_Fe^3+^_2_Cl_2_(OH)_16_·4H_2_O"
"Drugmanite","Pb2Fe3+(PO4)(PO3OH)(OH)2","Pb_2_Fe^3+^(PO_4_)(PO_3_OH)(OH)_2_"
"Drysdallite","MoSe2","MoSe_2_"
"Dualite","Na30(Ca,Na,Ce,Sr)12(Na,Mn,Fe,Ti)6Zr3Ti3MnSi51O144(OH,H2O,Cl)9","Na_30_(Ca,Na,Ce,Sr)_12_(Na,Mn,Fe,Ti)_6_Zr_3_Ti_3_MnSi_51_O_144_(OH,H_2_O,Cl)_9_"
"Dufrénite","Ca0.5Fe2+Fe3+5(PO4)4(OH)6·2H2O","Ca_0.5_Fe^2+^Fe^3+^_5_(PO_4_)_4_(OH)_6_·2H_2_O"
"Dufrénoysite","Pb2As2S5","Pb_2_As_2_S_5_"
"Duftite","PbCu(AsO4)(OH)","PbCu(AsO_4_)(OH)"
"Dugganite","Pb3Zn3(TeO6)(AsO4)2","Pb_3_Zn_3_(TeO_6_)(AsO_4_)_2_"
"Dukeite","Bi3+24Cr6+8O57(OH)6·3H2O","Bi^3+^_24_Cr^6+^_8_O_57_(OH)_6_·3H_2_O"
"Dumontite","Pb2(UO2)3O2(PO4)2·5H2O","Pb_2_(UO_2_)_3_O_2_(PO_4_)_2_·5H_2_O"
"Dumortierite","AlAl6BSi3O18","AlAl_6_BSi_3_O_18_"
"Dundasite","PbAl2(CO3)2(OH)4·H2O","PbAl_2_(CO_3_)_2_(OH)_4_·H_2_O"
"Durangite","NaAl(AsO4)F","NaAl(AsO_4_)F"
"Duranusite","As4S","As_4_S"
"Dusmatovite","KK2Mn2(Zn2LiSi12)O30","KK_2_Mn_2_(Zn_2_LiSi_12_)O_30_"
"Dussertite","BaFe3+3(AsO4)(AsO3OH)(OH)6","BaFe^3+^_3_(AsO_4_)(AsO_3_OH)(OH)_6_"
"Dutkevichite-(Ce)","NaZnBa2Ce2Ti2Si8O26F·H2O","NaZnBa_2_Ce_2_Ti_2_Si_8_O_26_F·H_2_O"
"Dutrowite","Na(Fe2+2.5Ti0.5)Al6(Si6O18)(BO3)3(OH)3O","Na(Fe^2+^_2.5_Ti_0.5_)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_O"
"Duttonite","V4+O(OH)2","V^4+^O(OH)_2_"
"Dwornikite","Ni(SO4)·H2O","Ni(SO_4_)·H_2_O"
"Dymkovite","Ni(UO2)2(As3+O3)2·7H2O","Ni(UO_2_)_2_(As^3+^O_3_)_2_·7H_2_O"
"Dypingite","Mg5(CO3)4(OH)2·5H2O","Mg_5_(CO_3_)_4_(OH)_2_·5H_2_O"
"Dyrnaesite-(La)","Na8Ce4+(La,REE)2(PO4)6","Na_8_Ce^4+^(La,REE)_2_(PO_4_)_6_"
"Dyscrasite","Ag3+xSb1-x (x ≈ 0.2)","Ag_3+x_Sb_1-x_ (x ≈ 0.2)"
"Dzhalindite","In(OH)3","In(OH)_3_"
"Dzharkenite","FeSe2","FeSe_2_"
"Dzhuluite","Ca3(SbSn)(Fe3+O4)3","Ca_3_(SbSn)(Fe^3+^O_4_)_3_"
"Dzierżanowskite","CaCu2S2","CaCu_2_S_2_"
"Eakerite","Ca2Sn4+Al2Si6O18(OH)2·2H2O","Ca_2_Sn^4+^Al_2_Si_6_O_18_(OH)_2_·2H_2_O"
"Earlandite","Ca3(C6H5O7)2·4H2O","Ca_3_(C_6_H_5_O_7_)_2_·4H_2_O"
"Earlshannonite","Mn2+Fe3+2(PO4)2(OH)2·4H2O","Mn^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·4H_2_O"
"Eastonite","KAlMg2(Si2Al2)O10(OH)2","KAlMg_2_(Si_2_Al_2_)O_10_(OH)_2_"
"Ebnerite","(NH4)Zn(PO4)","(NH_4_)Zn(PO_4_)"
"Ecandrewsite","ZnTiO3","ZnTiO_3_"
"Ecdemite","Pb6As3+2O7Cl4","Pb_6_As^3+^_2_O_7_Cl_4_"
"Eckerite","Ag2CuAsS3","Ag_2_CuAsS_3_"
"Eckermannite","NaNa2(Mg4Al)Si8O22(OH)2","NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_"
"Eckhardite","(Ca,Pb)Cu2+Te6+O5(H2O)","(Ca,Pb)Cu^2+^Te^6+^O_5_(H_2_O)"
"Eclarite","(Cu,Fe)Pb9Bi12S28","(Cu,Fe)Pb_9_Bi_12_S_28_"
"Écrinsite","AgTl3Pb4As11Sb9S36","AgTl_3_Pb_4_As_11_Sb_9_S_36_"
"Eddavidite","Cu12Pb2O15Br2","Cu_12_Pb_2_O_15_Br_2_"
"Edenharterite","TlPbAs3S6","TlPbAs_3_S_6_"
"Edenite","NaCa2Mg5(Si7Al)O22(OH)2","NaCa_2_Mg_5_(Si_7_Al)O_22_(OH)_2_"
"Edgarbaileyite","Hg1+6Si2O7","Hg^1+^_6_Si_2_O_7_"
"Edgarite","FeNb3S6","FeNb_3_S_6_"
"Edgrewite","Ca9(SiO4)4F2","Ca_9_(SiO_4_)_4_F_2_"
"Edingtonite","Ba(Si3Al2)O10·4H2O","Ba(Si_3_Al_2_)O_10_·4H_2_O"
"Edoylerite","Hg2+3(Cr6+O4)S2","Hg^2+^_3_(Cr^6+^O_4_)S_2_"
"Edscottite","Fe5C2","Fe_5_C_2_"
"Edtollite","K2NaCu5Fe3+O2(AsO4)4","K_2_NaCu_5_Fe^3+^O_2_(AsO_4_)_4_"
"Edwardsite","Cu3Cd2(SO4)2(OH)6·4H2O","Cu_3_Cd_2_(SO_4_)_2_(OH)_6_·4H_2_O"
"Edwindavisite","Cu(C2O4)(NH3)","Cu(C_2_O_4_)(NH_3_)"
"Effenbergerite","BaCuSi4O10","BaCuSi_4_O_10_"
"Efremovite","(NH4)2Mg2(SO4)3","(NH_4_)_2_Mg_2_(SO_4_)_3_"
"Eggletonite","(Na,K,Ca)xMn6(Si,Al)10O24(OH)4·nH2O (x = 1-2; n = 7-11)","(Na,K,Ca)_x_Mn_6_(Si,Al)_10_O_24_(OH)_4_·nH_2_O (x = 1-2; n = 7-11)"
"Eglestonite","([Hg1+]2)3OCl3(OH)","([Hg^1+^]_2_)_3_OCl_3_(OH)"
"Ehrleite","Ca2ZnBe(PO4)2(PO3OH)·4H2O","Ca_2_ZnBe(PO_4_)_2_(PO_3_OH)·4H_2_O"
"Eifelite","KNa2(MgNa)(Mg3Si12)O30","KNa_2_(MgNa)(Mg_3_Si_12_)O_30_"
"Eirikite","KNa6Be2(Si15Al3)O39F2","KNa_6_Be_2_(Si_15_Al_3_)O_39_F_2_"
"Eitelite","Na2Mg(CO3)2","Na_2_Mg(CO_3_)_2_"
"Ekanite","Ca2ThSi8O20","Ca_2_ThSi_8_O_20_"
"Ekaterinite","Ca2B4O7Cl2·2H2O","Ca_2_B_4_O_7_Cl_2_·2H_2_O"
"Ekatite","(Fe3+,Fe2+,Zn)12(AsO3)6(AsO3,SiO3OH)2(OH)6","(Fe^3+^,Fe^2+^,Zn)_12_(AsO_3_)_6_(AsO_3_,SiO_3_OH)_2_(OH)_6_"
"Ekebergite","ThFeNb2O8","ThFeNb_2_O_8_"
"Ekplexite","(Nb,Mo)S2·(Mg1-xAlx)(OH)2+x","(Nb,Mo)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_"
"Elaliite","(Fe2+8Fe3+)(PO4)O8","(Fe^2+^_8_Fe^3+^)(PO_4_)O_8_"
"Elasmochloite","Na3Cu6BiO4(SO4)5","Na_3_Cu_6_BiO_4_(SO_4_)_5_"
"Elbaite","Na(Al1.5Li1.5)Al6(Si6O18)(BO3)3(OH)3(OH)","Na(Al_1.5_Li_1.5_)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)"
"Elbrusite","Ca3(U6+0.5Zr1.5)(Fe3+O4)3","Ca_3_(U^6+^_0.5_Zr_1.5_)(Fe^3+^O_4_)_3_"
"Eldfellite","NaFe3+(SO4)2","NaFe^3+^(SO_4_)_2_"
"Eldragónite","Cu6BiSe4(Se2)","Cu_6_BiSe_4_(Se_2_)"
"Eleomelanite","(K2Pb)Cu4O2(SO4)4","(K_2_Pb)Cu_4_O_2_(SO_4_)_4_"
"Elgoresyite","(Mg5Si2)O9","(Mg_5_Si_2_)O_9_"
"Eliopoulosite","V7S8","V_7_S_8_"
"Eliseevite","Na1.5Li{Ti2O2[Si4O10.5(OH)1.5]}·2H2O","Na_1.5_Li{Ti_2_O_2_[Si_4_O_10.5_(OH)_1.5_]}·2H_2_O"
"Elkinstantonite","Fe4(PO4)2O","Fe_4_(PO_4_)_2_O"
"Ellenbergerite","Mg6(Mg,Ti,Zr,[box])2(Al,Mg)6Si8O28(OH)10","Mg_6_(Mg,Ti,Zr,[box])_2_(Al,Mg)_6_Si_8_O_28_(OH)_10_"
"Ellinaite","CaCr2O4","CaCr_2_O_4_"
"Ellingsenite","Na5Ca6Si18O38(OH)13·6H2O","Na_5_Ca_6_Si_18_O_38_(OH)_13_·6H_2_O"
"Elliottite","NaMgAl3(PO4)2F6·9H2O","NaMgAl_3_(PO_4_)_2_F_6_·9H_2_O"
"Ellisite","Tl3AsS3","Tl_3_AsS_3_"
"Elpasolite","K2NaAlF6","K_2_NaAlF_6_"
"Elpidite","Na2ZrSi6O15·3H2O","Na_2_ZrSi_6_O_15_·3H_2_O"
"Eltyubyuite","Ca12Fe3+10Si4O32Cl6","Ca_12_Fe^3+^_10_Si_4_O_32_Cl_6_"
"Elyite","CuPb4(SO4)O2(OH)4·H2O","CuPb_4_(SO_4_)O_2_(OH)_4_·H_2_O"
"Embreyite","Pb5(CrO4)2(PO4)2·H2O","Pb_5_(CrO_4_)_2_(PO_4_)_2_·H_2_O"
"Emeleusite","Na2LiFe3+Si6O15","Na_2_LiFe^3+^Si_6_O_15_"
"Emilite","Cu10.7Pb10.7Bi21.3S48","Cu_10.7_Pb_10.7_Bi_21.3_S_48_"
"Emmerichite","Ba2Ti2Na3Fe3+(Si2O7)2O2F2","Ba_2_Ti_2_Na_3_Fe^3+^(Si_2_O_7_)_2_O_2_F_2_"
"Emmonsite","Fe3+2(Te4+O3)3·2H2O","Fe^3+^_2_(Te^4+^O_3_)_3_·2H_2_O"
"Emplectite","CuBiS2","CuBiS_2_"
"Empressite","AgTe","AgTe"
"Enargite","Cu3AsS4","Cu_3_AsS_4_"
"Engelhauptite","KCu3(V2O7)(OH)2Cl","KCu_3_(V_2_O_7_)(OH)_2_Cl"
"Englishite","K3Na2Ca10Al15(OH)7(PO4)21·26H2O","K_3_Na_2_Ca_10_Al_15_(OH)_7_(PO_4_)_21_·26H_2_O"
"Enneasartorite","Tl6Pb32As70S140","Tl_6_Pb_32_As_70_S_140_"
"Enricofrancoite","KNaCaSi4O10","KNaCaSi_4_O_10_"
"Enstatite","Mg2Si2O6","Mg_2_Si_2_O_6_"
"Eosphorite","Mn2+Al(PO4)(OH)2·H2O","Mn^2+^Al(PO_4_)(OH)_2_·H_2_O"
"Ephesite","NaLiAl2(Si2Al2)O10(OH)2","NaLiAl_2_(Si_2_Al_2_)O_10_(OH)_2_"
"Epididymite","Na2Be2Si6O15·H2O","Na_2_Be_2_Si_6_O_15_·H_2_O"
"Epidote","Ca2(Al2Fe3+)[Si2O7][SiO4]O(OH)","Ca_2_(Al_2_Fe^3+^)[Si_2_O_7_][SiO_4_]O(OH)"
"Epidote-(Sr)","CaSr(Al2Fe3+)[Si2O7][SiO4]O(OH)","CaSr(Al_2_Fe^3+^)[Si_2_O_7_][SiO_4_]O(OH)"
"Epiebnerite","(NH4)Zn(PO4)","(NH_4_)Zn(PO_4_)"
"Epifanovite","NaCaCu5(PO4)4[AsO2(OH)2]·7H2O","NaCaCu_5_(PO_4_)_4_[AsO_2_(OH)_2_]·7H_2_O"
"Epistilbite","Ca3[Si18Al6O48]·16H2O","Ca_3_[Si_18_Al_6_O_48_]·16H_2_O"
"Epistolite","(Na[box])Nb2Na3Ti(Si2O7)2O2(OH)2(H2O)4","(Na[box])Nb_2_Na_3_Ti(Si_2_O_7_)_2_O_2_(OH)_2_(H_2_O)_4_"
"Epsomite","Mg(SO4)·7H2O","Mg(SO_4_)·7H_2_O"
"Erazoite","Cu4SnS6","Cu_4_SnS_6_"
"Ercitite","NaMn3+(PO4)(OH)·2H2O","NaMn^3+^(PO_4_)(OH)·2H_2_O"
"Erdite","NaFeS2·2H2O","NaFeS_2_·2H_2_O"
"Ericaite","Fe2+3B7O13Cl","Fe^2+^_3_B_7_O_13_Cl"
"Ericlaxmanite","Cu4O(AsO4)2","Cu_4_O(AsO_4_)_2_"
"Ericssonite","BaMn2+2Fe3+(Si2O7)O(OH)","BaMn^2+^_2_Fe^3+^(Si_2_O_7_)O(OH)"
"Erikapohlite","([box]0.5Cu0.5)CuCaZn2(AsO4)3·H2O","([box]_0.5_Cu_0.5_)CuCaZn_2_(AsO_4_)_3_·H_2_O"
"Erikjonssonite","(Pb32O21)[(V,Si,Mo,As)O4]4Cl9","(Pb_32_O_21_)[(V,Si,Mo,As)O_4_]_4_Cl_9_"
"Eringaite","Ca3Sc2(SiO4)3","Ca_3_Sc_2_(SiO_4_)_3_"
"Eriochalcite","CuCl2·2H2O","CuCl_2_·2H_2_O"
"Erionite-Ca","Ca5[Si26Al10O72]·30H2O","Ca_5_[Si_26_Al_10_O_72_]·30H_2_O"
"Erionite-K","K10[Si26Al10O72]·30H2O","K_10_[Si_26_Al_10_O_72_]·30H_2_O"
"Erionite-Na","Na10[Si26Al10O72]·30H2O","Na_10_[Si_26_Al_10_O_72_]·30H_2_O"
"Erlianite","Fe2+4Fe3+2Si6O15(OH)8","Fe^2+^_4_Fe^3+^_2_Si_6_O_15_(OH)_8_"
"Erlichmanite","OsS2","OsS_2_"
"Ermakovite","(NH4)(As2O3)2Br","(NH_4_)(As_2_O_3_)_2_Br"
"Ermeloite","Al(PO4)·H2O","Al(PO_4_)·H_2_O"
"Ernienickelite","NiMn4+3O7·3H2O","NiMn^4+^_3_O_7_·3H_2_O"
"Erniggliite","Tl2SnAs2S6","Tl_2_SnAs_2_S_6_"
"Ernstburkeite","Mg(CH3SO3)2·12H2O","Mg(CH_3_SO_3_)_2_·12H_2_O"
"Ernstite","(Mn2+,Fe3+)Al(PO4)(OH,O)2","(Mn^2+^,Fe^3+^)Al(PO_4_)(OH,O)_2_"
"Ershovite","K3Na4(Fe,Mn,Ti)2Si8O20(OH,O)4·4H2O","K_3_Na_4_(Fe,Mn,Ti)_2_Si_8_O_20_(OH,O)_4_·4H_2_O"
"Erssonite","CaMg7Fe3+2(OH)18(SO4)2·12H2O","CaMg_7_Fe^3+^_2_(OH)_18_(SO_4_)_2_·12H_2_O"
"Ertixiite","Na2Si4O9","Na_2_Si_4_O_9_"
"Erythrite","Co3(AsO4)2·8H2O","Co_3_(AsO_4_)_2_·8H_2_O"
"Erythrosiderite","K2Fe3+Cl5·H2O","K_2_Fe^3+^Cl_5_·H_2_O"
"Erzwiesite","Ag8Pb12Bi16S40","Ag_8_Pb_12_Bi_16_S_40_"
"Escheite","Ca2NaMnTi5[Si12O34]O2(OH)3·12H2O","Ca_2_NaMnTi_5_[Si_12_O_34_]O_2_(OH)_3_·12H_2_O"
"Esdanaite-(Ce)","NaMnCe(PO4)2·4H2O","NaMnCe(PO_4_)_2_·4H_2_O"
"Eskebornite","CuFeSe2","CuFeSe_2_"
"Eskimoite","Ag7Pb10Bi15S36","Ag_7_Pb_10_Bi_15_S_36_"
"Eskolaite","Cr2O3","Cr_2_O_3_"
"Espadaite","Na4Ca3Mg2[AsO3(OH)]2[AsO2(OH)2]10(H2O)6·H2O","Na_4_Ca_3_Mg_2_[AsO_3_(OH)]_2_[AsO_2_(OH)_2_]_10_(H_2_O)_6_·H_2_O"
"Esperanzaite","NaCa2Al2(AsO4)2F4(OH)·2H2O","NaCa_2_Al_2_(AsO_4_)_2_F_4_(OH)·2H_2_O"
"Esperite","PbCa2(ZnSiO4)3","PbCa_2_(ZnSiO_4_)_3_"
"Esquireite","BaSi6O13·7H2O","BaSi_6_O_13_·7H_2_O"
"Esseneite","CaFe3+AlSiO6","CaFe^3+^AlSiO_6_"
"Ettringite","Ca6Al2(SO4)3(OH)12·27H2O","Ca_6_Al_2_(SO_4_)_3_(OH)_12_·27H_2_O"
"Eucairite","CuAgSe","CuAgSe"
"Euchlorine","KNaCu3O(SO4)3","KNaCu_3_O(SO_4_)_3_"
"Euchroite","Cu2(AsO4)(OH)·3H2O","Cu_2_(AsO_4_)(OH)·3H_2_O"
"Euclase","BeAlSiO4(OH)","BeAlSiO_4_(OH)"
"Eucryptite","LiAlSiO4","LiAlSiO_4_"
"Eudialyte","Na15Ca6Fe3Zr3Si(Si25O73)(O,OH,H2O)3(Cl,OH)2","Na_15_Ca_6_Fe_3_Zr_3_Si(Si_25_O_73_)(O,OH,H_2_O)_3_(Cl,OH)_2_"
"Eudidymite","Na2Be2Si6O15·H2O","Na_2_Be_2_Si_6_O_15_·H_2_O"
"Eugenite","Ag11Hg2","Ag_11_Hg_2_"
"Eugsterite","Na4Ca(SO4)3·2H2O","Na_4_Ca(SO_4_)_3_·2H_2_O"
"Eulytine","Bi4(SiO4)3","Bi_4_(SiO_4_)_3_"
"Eurekadumpite","(Cu,Zn)16(Te4+O3)2(AsO4)3Cl(OH)18·7H2O","(Cu,Zn)_16_(Te^4+^O_3_)_2_(AsO_4_)_3_Cl(OH)_18_·7H_2_O"
"Euxenite-(Y)","Y(NbTi)O6","Y(NbTi)O_6_"
"Evanichite","Pb6Cr3+(Cr6+O4)2(SO4)(OH)7FCl","Pb_6_Cr^3+^(Cr^6+^O_4_)_2_(SO_4_)(OH)_7_FCl"
"Evansite","Al3(PO4)(OH)6·8H2O","Al_3_(PO_4_)(OH)_6_·8H_2_O"
"Evdokimovite","Tl4(VO)3(SO4)5(H2O)5","Tl_4_(VO)_3_(SO_4_)_5_(H_2_O)_5_"
"Eveite","Mn2+2(AsO4)(OH)","Mn^2+^_2_(AsO_4_)(OH)"
"Evenkite","C23H48","C_23_H_48_"
"Eveslogite","(Ca,K,Na,Sr,Ba)48(Ti,Nb,Fe,Mn)12(OH)12Si48O144(OH,F,Cl)14","(Ca,K,Na,Sr,Ba)_48_(Ti,Nb,Fe,Mn)_12_(OH)_12_Si_48_O_144_(OH,F,Cl)_14_"
"Evseevite","Na2Mg(AsO4)F","Na_2_Mg(AsO_4_)F"
"Ewaldite","BaCa(CO3)2·2.6H2O","BaCa(CO_3_)_2_·2.6H_2_O"
"Ewingite","Mg8Ca8(UO2)24(CO3)30O4(OH)12(H2O)138","Mg_8_Ca_8_(UO_2_)_24_(CO_3_)_30_O_4_(OH)_12_(H_2_O)_138_"
"Eylettersite","Th0.75Al3(PO4)2(OH)6","Th_0.75_Al_3_(PO_4_)_2_(OH)_6_"
"Eyselite","Fe3+Ge4+3O7(OH)","Fe^3+^Ge^4+^_3_O_7_(OH)"
"Ezcurrite","Na2B5O7(OH)3·2H2O","Na_2_B_5_O_7_(OH)_3_·2H_2_O"
"Ezochiite","Cu+(Rh3+Pt4+)S4","Cu^+^(Rh^3+^Pt^4+^)S_4_"
